,coords,hashtags,media,text,url,x,y
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['INTERSTATE58', 'familiaskateshop', 'familiaHQ', 'minneapolis', 'nempls']",['http://pbs.twimg.com/media/DHoECYuVwAADLTR.jpg'],👀 @sean_malto @nikesb #INTERSTATE58 tour @familiaHQ 📸 David Broach @GirlSkateboards #familiaskateshop #familiaHQ #minneapolis #nempls https://t.co/iaMuuWZrZP,https://t.co/ElktNn0my4,-73.9685415,40.780709
0,"[[[-73.943567, 40.708381], [-73.943567, 40.708381], [-73.943567, 40.708381], [-73.943567, 40.708381]]]",['RBNY'],"['http://pbs.twimg.com/media/DHoEHGMXUAAxxzZ.jpg', 'http://pbs.twimg.com/media/DHoEHGNWsAAJP1g.jpg', 'http://pbs.twimg.com/media/DHoEHGNXcAEGLZ6.jpg', 'http://pbs.twimg.com/media/DHoEHGbXoAAkKSI.jpg']","Would #RBNY folks want to watch all remaining away games at @EmblemBK? 9/2 (9pm), 9/9 (4pm), 9/23 (7:30pm), 9/30 (7pm) &amp; 10/22 (4pm)?? https://t.co/GAI9MlipPV",https://t.co/zNjQMz5kaY,-73.943567,40.708381
0,"[-122.1802812, 37.3813444]","['hiring', 'Healthcare', 'PaloAlto', 'Job']",['http://pbs.twimg.com/media/DHoEJB_VYAEpb2o.jpg'],"We're #hiring! Click to apply: Patient Access Representative IV - (1.0 FTE, Days) - https://t.co/PC3hRQmr5K #Healthcare #PaloAlto, CA #Job https://t.co/s97qJQ89Wz",https://t.co/PC3hRQmr5K,-122.1802812,37.3813444
0,"[[[-121.859318, 37.249071], [-121.859318, 37.249071], [-121.859318, 37.249071], [-121.859318, 37.249071]]]",['layoverincalifornia'],['http://pbs.twimg.com/media/DHoEHEUU0AEFUsr.jpg'],"Of this I'm sure-There will be unlimited, calorie-free, animal style, kosher @inandoutburger in heaven-paid for in full #layoverincalifornia https://t.co/bdqNgcbfF6",https://t.co/NbX1Dghl3G,-121.859318,37.249071
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",[],['http://pbs.twimg.com/media/DHoECjaUAAABEm_.jpg'],copiei minha namorada @clarinhanakin a única diferença é que a minha foto ficou uma bosta e a dela tá perfeita e ela tá linda klkjlkkjkkk https://t.co/0DEKXo7wTJ,https://t.co/mcifPNGRaW,-73.9685415,40.780709
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]",[],['http://pbs.twimg.com/media/DHoEOdgXcAApDQA.jpg'],"Feliz sueños blancos para todos los madridistas❤⚘mañana es mejor.juega el más glorioso del fútbol. 
Hala Madrid 12❤🥂⚘y nada mas❤🍷 https://t.co/a3DKdWEuxU",https://t.co/w9hVYxIGRG,-73.8311875,40.6708795
0,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]","['OMASCO', 'OMAngers', 'TeamOM']",['http://pbs.twimg.com/media/DHoERE1U0AEX0Ln.jpg'],"Compo souhaitée pour #OMASCO #OMAngers pour faire tourner apres Domzale. 

Amavi va faire du bien ! 

Qu'en pensez-vous ? #TeamOM https://t.co/zGn8ovtg5c",https://t.co/GhCr1TmUz5,-122.4359785,37.7706565
0,"[[[-124.482003, 32.528832], [-124.482003, 42.009519], [-114.131212, 42.009519], [-114.131212, 32.528832]]]",[],['http://pbs.twimg.com/media/DHoER37U0AA53nX.jpg'],"This gives me hope...not at that guy's rancid thoughts of using napalm, but at the positive response to the other guy. https://t.co/kL6WVZiAps",https://t.co/gZt2XiOOye,-119.30660750000001,37.2691755
0,"[[[-122.005597, 37.322943], [-122.005597, 37.419037], [-121.930045, 37.419037], [-121.930045, 37.322943]]]",[],['http://pbs.twimg.com/media/DHoER8_U0AAkn7h.jpg'],The woman behind all gameday entertainment @LevisStadium @LauraKJohnson. HUGE shoutout to her for keeping us in order 👊🏻💪🏻 https://t.co/rN6G12VBV7,https://t.co/uR5KXsF9tI,-121.967821,37.370990000000006
0,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]",[],['http://pbs.twimg.com/tweet_video_thumb/DHoEUDfVYAE6IXT.jpg'],people think it's funny to put on my sunglasses when they have big ass heads !! now ur big head havin ass owes me new glasses https://t.co/eY98FKRAg3,https://t.co/qNoluZz3di,-73.9487755,40.655138
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",[],['http://pbs.twimg.com/media/DHoEV7KXYAAHpPs.jpg'],Sometimes you're given beautiful peonies that will NEVER die at stagedoor &amp; u take pic immediately cause...so gorgeous! Thx @Gay4Bway 📄=❤️ https://t.co/F2r2glY7Bu,https://t.co/fT4CVzmvdK,-73.9685415,40.780709
0,"[[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]]","['NationalAviationDay', 'aviation', 'avgeek', 'Travel', 'Marketing', 'photography', 'flying', 'VIP', 'Pilot', 'sunset', 'consulting', 'nj']","['http://pbs.twimg.com/media/DHoEATBXcAYiLu2.jpg', 'http://pbs.twimg.com/media/DHoECs7WsAArHMv.jpg']",Happy #NationalAviationDay to our followers! #aviation #avgeek #Travel #Marketing #photography #flying #VIP #Pilot #sunset #consulting #nj https://t.co/AheBgjTfnO,https://t.co/kNGABH7Fcq,-74.7243235,40.073040500000005
0,"[-122.1802812, 37.3813444]","['job', 'IT', 'PaloAlto', 'Hiring']",['http://pbs.twimg.com/media/DHoEg7TV0AAlAag.jpg'],"Join the Lucile Packard Children’s Hospit... team! See our latest #job opening here: https://t.co/9a4j7DtGpA #IT #PaloAlto, CA #Hiring https://t.co/OlScnxKtwU",https://t.co/9a4j7DtGpA,-122.1802812,37.3813444
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['CastParty', 'NYC', 'amazing', 'davekozlive']","['http://pbs.twimg.com/media/DHoEh0FUwAEA6Pg.jpg', 'http://pbs.twimg.com/media/DHoEh0FVYAAu1TW.jpg']",Sexy Sax Man Dave Koz at Jim Caruso's #CastParty  @birdlandjazz #NYC @JimCaruso1 @DaveKozMusic #amazing #davekozlive ❤️ https://t.co/Pagpgc7Hik,https://t.co/RxlX9YmyUa,-73.9685415,40.780709
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]",[],"['http://pbs.twimg.com/media/DHoEfhkXYAEDqtX.jpg', 'http://pbs.twimg.com/media/DHoEilGWsAIJ_CW.jpg']","People like Nancy Pelosi &amp; MSM who continue to fan the flames of Hate are a  clear &amp; present danger to our Democracy They must be
defeated https://t.co/YmKvXmmShP",https://t.co/sERwbPGbwQ,-73.8311875,40.6708795
0,"[[[-73.993499, 40.750516], [-73.993499, 40.750516], [-73.993499, 40.750516], [-73.993499, 40.750516]]]",[],['http://pbs.twimg.com/media/DHoEnRjUAAArvLM.jpg'],Non-accessible view from my Wheelchair Accessible seats for @LionelRichie tonight at @TheGarden. I've been waiting my entire life to see him https://t.co/RxbTTGSq8v,https://t.co/4z6WEGiM8f,-73.993499,40.750516
0,"[[[-121.997026, 37.205924], [-121.997026, 37.265466], [-121.905719, 37.265466], [-121.905719, 37.205924]]]",['Pedantry'],['http://pbs.twimg.com/media/DHoEp9QU0AA9xcT.jpg'],"@KeithLeBlanc63 @eurorabbit @realDonaldTrump The only thing ""agitating"" here, is that there's only 11 words, and it ought be ""FAMILIES"".  #Pedantry https://t.co/68mh5Aouil",https://t.co/HTHpDxM7pg,-121.95137249999999,37.23569500000001
0,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",[],['http://pbs.twimg.com/media/DHoE2qVUwAA17q7.jpg'],"@HuffPostPol Mr Trump has nothing to apologize for.  Obama is the apologizer.
Remember when Obama went to Cairo to apologize to the Muslims fro america? https://t.co/L0Gd4Zsf1i",https://t.co/WhTKfCbGxV,-122.4359785,37.7706565
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['blackpower', 'backstage', 'nyc', 'NY']",['http://pbs.twimg.com/media/DHoFGoUXcAMwnmq.jpg'],"It would be easy to look like Kim Kardashian If I had a stylist, fitness trainer, editor &amp; make up artist #blackpower 🌻 #backstage #nyc #NY https://t.co/ezZo3K0WfK",https://t.co/39K6S5elFY,-73.9685415,40.780709
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",[],['http://pbs.twimg.com/tweet_video_thumb/DHoFM-NXgAAyKL1.jpg'],I blackout watched the leaked episode of GOT last night and posted about sobbing on Facebook. Woke up to so many concerned texts https://t.co/foXHc1SUxc,https://t.co/FxjpKbg9Eb,-73.9685415,40.780709
0,"[[[-75.563587, 38.788657], [-75.563587, 41.357424], [-73.88506, 41.357424], [-73.88506, 38.788657]]]",['Brutality'],['http://pbs.twimg.com/media/DHoE46bXYAAA_ZW.jpg'],At #Brutality @OHareScare picked up the biggest win of his career pinning Danny Havoc. He looks to keep the momentum going October 20th! https://t.co/andHTATxAe,https://t.co/Eyv7500w3Z,-74.7243235,40.073040500000005
0,"[[[-122.005597, 37.322943], [-122.005597, 37.419037], [-121.930045, 37.419037], [-121.930045, 37.322943]]]",[],['http://pbs.twimg.com/media/DHoFU53UAAAeJLo.jpg'],"1st gameday together was August 2002. 15 years later still hanging w @AronKennedy49, Exec Prod of gameday &amp; simply the best in the @NFL https://t.co/TBieOtAXeF",https://t.co/BdLxOpx9cv,-121.967821,37.370990000000006
0,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",[],"['http://pbs.twimg.com/media/DHoFDwYUQAAD2Vt.jpg', 'http://pbs.twimg.com/media/DHoFDwaV0AEw1gE.jpg']","On their product page, I wonder if they are really saying this with a straight face. Where was Sony in the past 7 years in deep learning? 😂 https://t.co/yrGVLK7QZt",https://t.co/5LVkTOidlE,-122.4359785,37.7706565
0,"[[[-73.845918, 40.786481], [-73.845918, 40.786481], [-73.845918, 40.786481], [-73.845918, 40.786481]]]","['solareclipse2017', 'NYC', 'PoppenhusenLibrary', 'CollegePoint', 'gethype']",['http://pbs.twimg.com/media/DHoFYZVXkAAKmRv.jpg'],"Weather looks good for #solareclipse2017, #NYC! Come to #PoppenhusenLibrary for all the festivities! #CollegePoint #gethype https://t.co/vJ4rKq8ty0",https://t.co/KwqoSJP9aX,-73.845918,40.786481
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]",[],['http://pbs.twimg.com/media/DHoFSNCVwAA_xdV.jpg'],Celebrating with friends and Mom World 🌎 Humanitarian Day and enjoying organic peaches 🍑 right from my Peace and Forgiveness Garden 🌈 https://t.co/myeFQXm9wk,https://t.co/iQilfd6Dky,-73.8311875,40.6708795
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",[],['http://pbs.twimg.com/tweet_video_thumb/DHoFMNIW0AIPcih.jpg'],@Gina_Genuine @CofE_Resisting No. Heather Heyer's life is over.He is getting just what he deserves. That is a win for us.  Bye.Good luck finding any place to live or work https://t.co/xJ7jEClsVy,https://t.co/e67YeJJ6QK,-73.9685415,40.780709
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",['MicrosoftNYC'],['http://pbs.twimg.com/media/DHoF-RqWAAQqzW1.jpg'],"Live in 20 minutes, casting the @EsportsGears Pro Points Tournament with @GuyBlazeLive at #MicrosoftNYC  https://t.co/9rWgR9LmgS https://t.co/TFH5SNWugc",https://t.co/aLUycZ8oMJ,-73.9685415,40.780709
0,"[[[-122.035311, 37.193164], [-122.035311, 37.469154], [-121.71215, 37.469154], [-121.71215, 37.193164]]]",[],"['http://pbs.twimg.com/media/DHoGMJDVoAAgnH6.jpg', 'http://pbs.twimg.com/media/DHoGMJGUAAEvsYB.jpg', 'http://pbs.twimg.com/media/DHoGMJCUIAA_pvl.jpg', 'http://pbs.twimg.com/media/DHoGMJDVoAEnA-L.jpg']",@laurahollis61 @PGutierrez630 So very sad😔God Bless these precious officers and ask that we all pray for their families who's hearts are in shambles 💔😢.@realDonaldTrump https://t.co/zJS9cAeoAL,https://t.co/uufSetF01n,-121.8737305,37.331159
0,"[[[-122.005597, 37.322943], [-122.005597, 37.419037], [-121.930045, 37.419037], [-121.930045, 37.322943]]]",['4Broncos'],"['http://pbs.twimg.com/media/DHoGN3VVoAEGp9K.jpg', 'http://pbs.twimg.com/media/DHoGN3VUAAAmoTW.jpg']","Pre-game workout group (so not playing) includes V. Miller, B. Marshall, T. Davis, E Sanders, C. Latimer and M. Paradis. #4Broncos https://t.co/rHRRM5HmTR",https://t.co/YWiL94cAN0,-121.967821,37.370990000000006
0,"[[[-122.191291, 37.406339], [-122.191291, 37.443731], [-122.149162, 37.443731], [-122.149162, 37.406339]]]",[],['http://pbs.twimg.com/media/DHoFgPnUQAAEbj6.jpg'],"The clinic of the future with @jdudley  - awesome new podcast https://t.co/W97NSXOqHG 
quote ""most people are not Mike Snyder"" https://t.co/wfyASNG9G6",https://t.co/W97NSXOqHG,-122.1702265,37.425035
0,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",[],['http://pbs.twimg.com/media/DHoGVJFV0AEAF2V.jpg'],"My grindr went off in my Uber pool and the women in front of me said, ""I recognize that sound. My husband plays that game all the time!"" https://t.co/jhgWEBnWZ2",https://t.co/GZy4ld7Ye0,-122.4359785,37.7706565
0,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]","['chai', 'chailatte', 'blog', 'foodblog']",['http://pbs.twimg.com/media/DHoGhMkV0AENb_A.jpg'],"On this side of the planet, it's bit chilly, I needed a chai latte #chai #chailatte #blog #foodblog https://t.co/gGWytqEgc4 https://t.co/IsN14t3C9r",https://t.co/eJnReu9lCt,-122.4359785,37.7706565
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['EP', 'fatflyfreddielee', 'newmusic', 'ep', 'rt', 'rnb', 'radio', 'internetradio']",['http://pbs.twimg.com/media/DHoGkxDW0AIm9MM.jpg'],40 Days // 9•28•17 New #EP  Soon you'll understand. @JEYEmusic  #fatflyfreddielee link in bio #newmusic #ep #rt #rnb #radio #internetradio https://t.co/w4D5LSn5l3,https://t.co/nqO2Dd1i3h,-73.9685415,40.780709
0,"[[[-73.48709, 40.647199], [-73.48709, 40.692953], [-73.454806, 40.692953], [-73.454806, 40.647199]]]",['PBS'],['http://pbs.twimg.com/media/DHoGrjpXoAA72zK.jpg'],#PBS looks to repeat &amp; defend its Nassau title Monday night @ Mitchell Field #1 VS the Rockford Peaches. Come support &amp; witness history! https://t.co/WqBicm79BQ,https://t.co/4HiWuY8qZD,-73.470948,40.670076
0,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]",[],['http://pbs.twimg.com/tweet_video_thumb/DHoGrxLUMAAPQRQ.jpg'],@Omgibrahimsaleh @omgAdamSaleh He actually has nice hair. White people pay thousands for his type of hair. Make that schmunay💵Abe. LOL 😂🤣💈💇🏻‍♂️🌟⚡️🌞 https://t.co/VZ4Y2u7RN3,https://t.co/iXyAJbZwLF,-73.9487755,40.655138
0,"[[[-73.972363, 40.713565], [-73.972363, 40.713565], [-73.972363, 40.713565], [-73.972363, 40.713565]]]","['NYC', 'travel']",['http://pbs.twimg.com/media/DHoG0UjUwAAkz9N.jpg'],Williamsburg Bridge waterfront. Far less polished than Hudson side but I like it better. More of that old school #NYC charm! #travel https://t.co/51FJI1CbXH,https://t.co/iYu1gqI7Gn,-73.972363,40.713565
0,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]","['eclipse1979', 'eclipse2017']",['http://pbs.twimg.com/media/DHoG3NjU0AE5WB-.jpg'],"Last one (1979), I was only a few months... can't look back to my feed to remember whether or not I looked at it.  #eclipse1979 #eclipse2017 https://t.co/8sAVj9tk84",https://t.co/ixKJ84GJSx,-73.9487755,40.655138
0,"[[[-73.48709, 40.647199], [-73.48709, 40.692953], [-73.454806, 40.692953], [-73.454806, 40.647199]]]",['PBS'],['http://pbs.twimg.com/media/DHoG6yXXsAQshNR.jpg'],#PBS looks to defend &amp; repeat its Nassau title Monday night @ Mitchell Field #1 VS the Rockford Peaches. Come support &amp; witness history! https://t.co/vwFJUOJKuW,https://t.co/5Imb8C8SFS,-73.470948,40.670076
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]","['CertifiedSaturdays', 'LadiesNight']",['http://pbs.twimg.com/media/DHoG8C4WAAEErOU.jpg'],#CertifiedSaturdays @Katralounge @DjCalliB @djmagickenny @NiteTables @pquilter1972 #LadiesNight @Katra1507 @nyccompton https://t.co/AMS56rV4r3,https://t.co/uXTiOnec4x,-73.8311875,40.6708795
0,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]","['together', 'Friends']",['http://pbs.twimg.com/tweet_video_thumb/DHoG4f5UIAAOJgt.jpg'],@Suzy_Henderson @abiwriting @asueoffenbacker @jlints58 @Ajmarkstahler @ojbarreauthor @schristodoulou2 @agiblin95 @LexiIsAWriter @leximilesbooks @K_Kibbee @TABratcher @geophf @G_Dolman @GaiaBAmman @Alex_Micati @ramblingsloa You're welcome Suzy 🤗😊❤️❤️🌻same to and everyone! #together #Friends 📖✍️📚🎶 https://t.co/P6JIg8QaDR,https://t.co/drRMEWN1It,-73.9487755,40.655138
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['WWE', 'NXT', 'Takeover', 'Summerslam', 'WWENYC']",['http://pbs.twimg.com/media/DHoG-8_XsAEDOz5.jpg'],"We are all set for our #WWE Events this weekend!

Tonight: #NXT #Takeover III
Tomorrow: #Summerslam 

No cover for either. Join us! #WWENYC https://t.co/hJmi5wsKJX",https://t.co/aXIISPCAg9,-73.9685415,40.780709
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]","['CertifiedSaturdays', 'LadiesNight']",['http://pbs.twimg.com/media/DHoHBVRXYAEFZZy.jpg'],#CertifiedSaturdays @Katralounge @DjCalliB @djmagickenny @NiteTables @pquilter1972 #LadiesNight @Katra1507 @nyccompton https://t.co/3XyNQYtBuC,https://t.co/1vsz1rEJPJ,-73.8311875,40.6708795
0,"[[[-124.482003, 32.528832], [-124.482003, 42.009519], [-114.131212, 42.009519], [-114.131212, 32.528832]]]",[],['http://pbs.twimg.com/media/DHoHCZiUAAAC4AP.jpg'],"White supremacists believe that their genetics are inherently superior. On that note, note this @AsteadWH excerpt. https://t.co/7mmpldHMee https://t.co/MtlVakveMz",https://t.co/hVeJjMwaNY,-119.30660750000001,37.2691755
0,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]","['NYC', 'travel']",['http://pbs.twimg.com/media/DHoHBp_VoAAN5e9.jpg'],Williamsburg Bridge waterfront. Far less polished than Hudson side but I like it better. More of that old school #NYC grit &amp; charm! #travel https://t.co/YQyM8q0lZh,https://t.co/wkbKwAiWn0,-73.9685415,40.780709
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]","['CertifiedSaturdays', 'LadiesNight']",['http://pbs.twimg.com/media/DHoHELaWAAAnINg.jpg'],#CertifiedSaturdays @Katralounge @DjCalliB @djmagickenny @NiteTables @pquilter1972 #LadiesNight @Katra1507 @nyccompton https://t.co/7Jff5ax5yJ,https://t.co/FJTgTOU1QD,-73.8311875,40.6708795
0,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]","['CertifiedSaturdays', 'LadiesNight']",['http://pbs.twimg.com/media/DHoHHF5XUAAciL_.jpg'],#CertifiedSaturdays @Katralounge @DjCalliB @djmagickenny @NiteTables @pquilter1972 #LadiesNight @Katra1507 @nyccompton https://t.co/vJxKGYR2h3,https://t.co/1QpekBHntE,-73.8311875,40.6708795
0,"[-122.1802812, 37.3813444]","['hiring', 'PaloAlto', 'Healthcare']",['http://pbs.twimg.com/media/DHoHTbzU0AAZZrY.jpg'],"Want to work at Lucile Packard Children’s Hospit...? We're #hiring in #PaloAlto, CA! Click for details: https://t.co/F8DFPpFVWE #Healthcare https://t.co/DyuaekPUBt",https://t.co/t8Zt00mdmn,-122.1802812,37.3813444
0,"[[[-74.255641, 40.495865], [-74.255641, 40.91533], [-73.699793, 40.91533], [-73.699793, 40.495865]]]",[],['http://pbs.twimg.com/tweet_video_thumb/DHoHaU7UIAEEn04.jpg'],@maestrocanada @Toure @CNN @CNNPolitics @HollyYanCNN thinks dick spencer is a White Rights activist? I bet you you thinks the KKK is also a social pub if she moves words around 😉 https://t.co/VsxRqAapf7,https://t.co/rVAcYC1Wfb,-73.977717,40.705597499999996
0,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]",[],['http://pbs.twimg.com/media/DHoHb3mXcAAQIJc.jpg'],"uh you can report on this without pretending ""nationalists vs globalists"" isn't delusional babble https://t.co/j21TRbFyGj https://t.co/2X6MDGVa4r",https://t.co/aF6qvuCsBk,-73.9487755,40.655138
0,"[[[-122.28205, 37.454369], [-122.28205, 37.477822], [-122.255485, 37.477822], [-122.255485, 37.454369]]]",['DesiXKaty'],['http://pbs.twimg.com/tweet_video_thumb/DHoHcCWUAAAQhFr.jpg'],When u miss the delivery time that your #DesiXKaty was attempted to deliver so now u are driving around looking for the mail man..pray 4 me https://t.co/dhLWTgVHUV,https://t.co/gznTm1pazT,-122.2687675,37.4660955
